"country","PY","N_econ","N_CC","N_TopFive","N_TopTen","N_Top30","N_TrunkJournals","N_Top30_CC","N_TrunkJournals_CC","mean_TC","mean_nb_authors","mean_nb_authors_gendered","mean_share_male_authors","mean_share_female_authors","N_F","N_M","N_FF","N_MM","N_FM","Share_econ","Share_CC","Share_TopFive","Share_TopTen","Share_Top30","Share_TrunkJournals","Share_Top30_CC","Share_TrunkJournals_CC","ISO3","year","PIBValues","RDValues","EducFValues","EducHValues","CO2emissionsalues","NDC_Implied_average","NDC_Implied_conditional","NDC_Implied_unconditional","is_carbon_tax","ExpendituresValues","DisastersValues","TemperatureValues","Comparative_advantage","Total_trade","Trade_balance"
"Belgium",2019,792,15,12,20,51,102,0,1,10.0151515151515,2.90656565656566,2.25883838383838,0.733607525169464,0.266392474830536,104,207,81,296,332,1.43314695184843,0.053248136315229,3.26086956521739,2.50312891113892,2.57186081694402,2.31660231660232,0,0,"BEL","2019",5.35866e+11,3.156599998,0.429470003,0.785730004,92989.4,"60.72091465","60.72091465","60.72091465",NA,1.31114085,3,2.055,"0.622137271617588","4.9361376280107","-0.0360826125371562"
"Benin",2019,200,7,0,2,9,26,0,2,11.075,3.46,2.505,0.744939055851064,0.255060944148936,18,45,22,82,81,0.361905795921322,0.053248136315229,0,0.250312891113892,0.453857791225416,0.590506472859414,0,0,"BEN","2019",14390708751,NA,NA,NA,7475.5,"31.289","30.2877724","31.289",NA,NA,NA,1.255,"0.0528553029482305","0.312998341545931","-0.283412677435066"
"Bolivia",2019,17,0,0,0,0,0,0,0,10.3529411764706,4.76470588235294,4.35294117647059,0.635637330316742,0.364362669683258,0,1,2,4,10,0.0307619926533123,0.053248136315229,0,0,0,0,0,0,"BOL","2019",40895322851,NA,0.111529998,0.269300014,21828.8,"116.098","116.098","116.098",NA,NA,4,0.985,"0.0446682520996951","1.27050933263677","-1.18039027055345"
"Brazil",2019,978,40,6,14,18,51,0,3,9.12065439672802,3.61758691206544,3.08282208588957,0.677394323252637,0.322605676747363,55,125,67,324,483,1.76971934205526,0.053248136315229,1.6304347826087,1.75219023779725,0.907715582450832,1.15830115830116,0,0,"BRA","2019",1.87329e+12,1.210960031,NA,NA,434318,"1093.496457","1093.496457","1093.496457",NA,0.460222619,8,1.54,"0.223976548485433","0.642073505662332","-0.391309976876784"
"Canada",2019,2219,98,22,54,132,303,1,6,10.2181162685895,2.77377196935557,2.08787742226228,0.742003026277459,0.257996973722541,322,696,237,800,796,4.01534480574706,0.053248136315229,5.97826086956522,6.75844806007509,6.65658093797277,6.88167158755394,0,0,"CAN","2019",1.74373e+12,1.755730033,0,0,566001.8,"417.8394943","417.8394943","417.8394943",1,0.710597613,2,1.329,"0.712546947401135","2.13351366753024","-0.412897574848707"
"Chile",2019,331,9,3,5,18,45,0,1,8.85498489425982,2.86404833836858,2.55287009063444,0.814081676832256,0.185918323167744,18,70,12,148,111,0.598954092249787,0.053248136315229,0.815217391304348,0.625782227784731,0.907715582450832,1.02203043379514,0,0,"CHL","2019",2.78285e+11,0.342049986,0.152953938,0.258908987,91915.4,"53.96430885","53.96430885","53.96430885",1,0.09764126,2,0.451,"0.336447461875991","1.25533571589912","-0.469968218161055"
"Colombia",2019,829,47,28,43,91,117,2,3,11.0711700844391,2.96622436670688,2.44993968636912,0.719816210211628,0.280183789788372,97,160,91,336,325,1.50009952409388,0.053248136315229,7.60869565217391,5.38172715894869,4.58900655572365,2.65727912786736,0,0,"COL","2019",3.23032e+11,0.32201001,NA,NA,79186.7,"169.4398627","169.4398627","169.4398627",1,0.634703434,6,1.278,"0.140475100749582","0.609266007274131","-0.44720501021332"
"Czechia",2019,546,4,1,2,3,15,0,0,7.80586080586081,2.82783882783883,2.07692307692308,0.578701250036366,0.421298749963634,126,140,98,154,228,0.988002822865208,0.053248136315229,0.271739130434783,0.250312891113892,0.151285930408472,0.340676811265047,0,0,"CZE","2019",2.52548e+11,1.927340031,0.451889992,0.924419999,97712.9,"74.09327695","74.09327695","74.09327695",NA,0.833946589,NA,2.523,"1.20064762790457","8.0486423651223","0.886111354796163"
"Denmark",2019,641,36,7,19,45,81,0,2,12.5195007800312,2.78627145085803,2.29797191887676,0.694648019756176,0.30535203561481,103,152,72,242,228,1.15990807592784,0.053248136315229,1.90217391304348,2.37797246558198,2.26928895612708,1.83965478083125,0,0,"DNK","2019",3.46499e+11,2.896850109,0.734740794,1.338597417,29696.5,"28.53844507","28.53844507","28.53844507",1,0.388627213,NA,2.167,"2.03244357472397","4.82895160266017","1.32006159561319"
"Finland",2019,484,19,1,3,13,28,0,0,10.9690082644628,2.91528925619835,1.93388429752066,0.54666721679799,0.45333278320201,143,136,114,152,207,0.875812026129598,0.053248136315229,0.271739130434783,0.375469336670839,0.655572365103379,0.635930047694754,0,0,"FIN","2019",2.68515e+11,2.7996099,1.074990034,1.387989998,40987.1,"27.66494696","27.66494696","27.66494696",1,0.19344779,NA,1.454,"1.21466108342819","3.03438440177929","0.0611047594336196"
"France",2019,2644,114,35,76,172,371,1,12,10.9746596066566,2.76323751891074,2.28101361573374,0.707840469390231,0.292159530609769,327,589,251,956,1029,4.78439462207987,0.053248136315229,9.51086956521739,9.51188986232791,8.67372667675239,8.42607313195549,0,0,"FRA","2019",2.72887e+12,2.191790104,0.648119986,1.067059994,300561.6,"252.0056209","252.0056209","252.0056209",1,0.995473071,9,1.968,"0.829565938822021","1.76460161017444","-0.127171969698168"
"Georgia",2019,415,8,4,9,36,58,0,1,10.1156626506024,2.79518072289157,2.06746987951807,0.743369131726987,0.256630868273013,50,127,36,140,146,0.750954526536742,0.053248136315229,1.08695652173913,1.12640801001252,1.81543116490166,1.31728367022485,0,0,"GEO","2019",17638337117,0.284680009,0.459509999,0.577120006,10549.6,"21.055","18.1101238","21.055",NA,0.622910597,1,1.775,"0.556747187594766","2.9884716379921","-1.85732400881695"
"Germany",2019,3690,175,32,70,202,571,3,19,9.67208672086721,2.63387533875339,2.25149051490515,0.748348952627008,0.251651047372992,349,928,317,1375,1361,6.67716193474839,0.053248136315229,8.69565217391304,8.76095118898623,10.1865859808371,12.9684306154894,0,0,"DEU","2019",3.88918e+12,3.167789936,0.946155131,1.830450892,658693.5,"392.2517952","392.2517952","392.2517952",NA,0.594715052,3,2.322,"1.74430235724408","4.84449712567602","1.45923937769909"
"Guinea",2019,6,0,0,0,0,0,0,0,4,4.83333333333333,3.66666666666667,0.808704166666667,0.191295833333333,0,0,0,4,2,0.0108571738776396,0.053248136315229,0,0,0,0,0,0,"GIN","2019",13442861496,NA,0.446301579,0.607076108,4517,"37.202311","35.63522","38.769402",NA,NA,NA,1.561,NA,NA,NA
"Hong Kong",2019,758,27,8,23,63,80,0,1,14.4393139841689,2.98416886543536,1.29155672823219,0.764692403146509,0.235307596853491,269,401,203,359,298,1.37162296654181,0.053248136315229,2.17391304347826,2.87859824780976,3.17700453857791,1.81694299341358,0,0,"HKG","2019",3.63075e+11,0.925570011,NA,NA,NA,"36.678","36.678","36.678",NA,0.857692323,NA,1.783,"1.06623954999771","14.7547777912878","0.097385657571615"
"Hungary",2019,300,4,3,4,4,19,0,0,6.89333333333333,2.95333333333333,2.32333333333333,0.683515748563464,0.316484251436536,52,91,35,93,113,0.542858693881982,0.053248136315229,0.815217391304348,0.500625782227785,0.201714573877963,0.431523960935726,0,0,"HUN","2019",1.6402e+11,1.472910047,0.497251779,0.783305526,47261.8,"47.13898346","47.13898346","47.13898346",0,0.720352632,1,2.332,"1.58919222540105","10.1972540018215","1.12476252315467"
"Iceland",2019,97,4,0,0,0,0,0,0,11.5773195876289,3.60824742268041,2.78350515463918,0.61494427134734,0.38505572865266,19,24,19,30,41,0.175524311021841,0.053248136315229,0,0,0,0,0,0,"ISL","2019",24681343649,2.341650009,1.282690048,1.485280037,1638.2,"7.975281422","7.975281422","7.975281422",1,0.610688076,NA,1.181,"0.0693701202760833","1.44983192868197","-1.30993102420966"
"India",2019,2689,74,2,7,35,102,1,3,8.97508367422834,2.73410189661584,1.47824470063221,0.641852847251895,0.358147152748105,1021,1245,810,1108,1237,4.86582342616217,0.053248136315229,0.543478260869565,0.876095118898623,1.76500252143217,2.31660231660232,0,0,"IND","2019",2.83561e+12,0.659420013,NA,NA,2423951.4,"4696.763","4696.763","4696.763",NA,NA,12,0.813,"0.489352111334928","0.8337685465254","-0.304648605602767"
"Ireland",2019,494,11,1,1,13,31,0,0,9.59109311740891,2.53441295546559,2.11336032388664,0.658123618600685,0.341876381399315,94,133,45,142,164,0.893907315925665,0.053248136315229,0.271739130434783,0.125156445556946,0.655572365103379,0.704065409947763,0,0,"IRL","2019",3.98933e+11,1.225270033,1.035018444,1.463291287,35812.2,"34.74022673","34.74022673","34.74022673",1,0.379490335,NA,1.182,"0.318020744054353","1.21096707995555","0.0641242553590988"
"Isle of Man",2019,10031,402,39,108,322,580,2,17,11.2750473532051,3.016548699033,1.90459575316519,0.68432841895211,0.31567158104789,2390,3420,2041,3919,4329,18.1513851944339,0.053248136315229,10.5978260869565,13.5168961201502,16.238023197176,13.1728367022485,0,0,"IMN","2019",7314967866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.137,NA,NA,NA
"Israel",2019,401,5,7,13,24,68,0,1,5.40399002493766,2.25935162094763,1.71571072319202,0.724623855002675,0.275376144997325,94,139,52,162,134,0.72562112082225,0.053248136315229,1.90217391304348,1.6270337922403,1.21028744326778,1.54440154440154,0,0,"ISR","2019",4.02471e+11,5.215640068,1.212165833,1.929427505,62796.3,"58.00005375","58.00005375","58.00005375",NA,0.541610628,NA,1.343,"1.08971086064592","1.95663469058304","-0.466426795095972"
"Italy",2019,2786,120,17,41,132,288,0,6,9.28068916008615,2.84493898061737,2.53086862885858,0.656479430438435,0.343520569561565,277,519,284,801,1313,5.04134773718401,0.053248136315229,4.6195652173913,5.13141426783479,6.65658093797277,6.54099477628889,0,0,"ITA","2019",2.0113e+12,1.461590052,0.370543629,0.407357097,317223,"264.4779001","264.4779001","264.4779001",NA,0.897567839,5,1.695,"1.04148317178131","2.15972645118605","0.46760421012904"
"Jamaica",2019,22,1,0,0,2,2,0,0,4.5,1.95454545454545,1.5,0.603191583333333,0.396808416666667,8,10,2,3,7,0.0398096375513454,0.053248136315229,0,0,0.100857286938981,0.0454235748353395,0,0,"JAM","2019",15830766531,NA,NA,NA,8394.3,"5.340082002","5.226774307","5.453389697",NA,NA,NA,1.694,"0.0559525910906174","1.4743120688261","-1.4232763013879"
"Japan",2019,1308,68,3,11,22,120,0,3,5.90366972477064,2.32492354740061,1.4243119266055,0.824054500861989,0.175945499138011,374,713,293,594,478,2.36686390532544,0.053248136315229,0.815217391304348,1.37672090112641,1.10943015632879,2.72541449012037,0,0,"JPN","2019",5.11799e+12,3.218240023,NA,NA,1073645.3,"723.7199447","723.7199447","723.7199447",1,1.116769949,9,1.253,"2.22990382603685","1.96824526096978","0.933625419017196"
"Jersey",2019,38,1,0,0,0,4,0,0,9.3421052631579,2.63157894736842,1.34210526315789,0.764703869047619,0.235296130952381,13,21,10,17,17,0.0687621012250511,0.053248136315229,0,0,0,0.0908471496706791,0,0,"JEY","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya",2019,103,16,0,0,2,14,0,3,10.5145631067961,4.18446601941748,3.13592233009709,0.691728895634921,0.308271104365079,9,17,5,28,56,0.186381484899481,0.053248136315229,0,0,0.100857286938981,0.317965023847377,0,0,"KEN","2019",1.00378e+11,NA,0.065342925,0.118877687,19481.9,"97.23998598","97.23998598","97.23998598",NA,0.071663881,3,1.48,"0.217089553235006","0.718709413194405","-0.589168398650434"
"Lebanon",2019,105,2,0,0,0,1,0,0,20.1428571428571,2.91428571428571,2.20952380952381,0.732414216666667,0.267585783333333,14,22,11,47,31,0.190000542858694,0.053248136315229,0,0,0,0.0227117874176698,0,0,"LBN","2019",51605959131,NA,1.914341688,2.971302271,26916.5,"20.19546","18.70452","21.6864",NA,0.043751889,1,1.494,"0.281812497766312","0.821091396561586","-0.568634338271169"
"Malawi",2019,14,0,0,0,0,3,0,0,9.85714285714286,4.28571428571429,2.5,0.91433,0.08567,0,3,0,9,2,0.0253334057144925,0.053248136315229,0,0,0,0.0681353622530093,0,0,"MWI","2019",11077305330,NA,NA,NA,1643.7,"30.959","30.959","30.959",NA,NA,3,1.425,"0.0420061854132317","0.974356941589454","-0.940273252526954"
"Malaysia",2019,1329,36,0,0,1,9,0,0,7.87283671933785,3.37772761474793,1.66516177577126,0.660279799561575,0.339720200438425,391,504,303,511,548,2.40486401389718,0.053248136315229,0,0,0.0504286434694907,0.204406086759028,0,0,"MYS","2019",3.65178e+11,NA,0.258170009,0.27068001,244882,"412.919","412.919","412.919",NA,0.122866617,4,1.318,"1.18242027357303","6.22933746020725","1.04771647699456"
"Mali",2019,156,14,0,0,0,6,0,0,9.46794871794872,3.52564102564103,2.08974358974359,0.669521480893592,0.330478519106408,35,50,27,55,73,0.282286520818631,0.053248136315229,0,0,0,0.136270724506019,0,0,"MLI","2019",17280250810,0.157680005,NA,NA,3937.4,"26.62992274","26.62992274","26.62992274",NA,NA,2,1.208,"0.0204014617429903","1.17090844585808","-1.13018165885419"
"Mexico",2019,464,19,1,3,8,32,0,1,6.84698275862069,3.08836206896552,2.51508620689655,0.745527112100755,0.254472887899245,54,116,44,178,196,0.839621446537466,0.053248136315229,0.271739130434783,0.375469336670839,0.403429147755925,0.726777197365433,0,0,"MEX","2019",1.30521e+12,0.283939987,NA,NA,451828.8,"541.4499061","499.7999133","583.0998988",1,NA,6,1.262,"0.973276229948777","3.69923688691193","-0.457308575654069"
"Netherlands",2019,1686,88,6,22,76,189,0,4,10.9709371293001,2.855871886121,2.18446026097272,0.738599933743684,0.261400066256316,229,505,208,605,667,3.05086585961674,0.053248136315229,1.6304347826087,2.75344180225282,3.83257690368129,4.29252782193959,0,0,"NLD","2019",9.10194e+11,2.184350014,0.561945081,0.864005566,145939.237,"91.97349561","91.97349561","91.97349561",0,1.365959252,1,2.139,"0.565303708812863","4.37398506473291","-0.235873803109141"
"New Zealand",2019,513,23,0,4,9,33,0,1,12.6471734892788,2.87329434697856,2.13255360623782,0.731719033071359,0.268280966928641,74,148,57,193,197,0.92828836653819,0.053248136315229,0,0.500625782227785,0.453857791225416,0.749488984783102,0,0,"NZL","2019",2.12847e+11,1.406409979,0.969682097,1.30803597,34008.2,"30.00219631","30.00219631","30.00219631",NA,0.879609121,NA,1.118,"0.185719282734235","0.948079880280293","-0.61498164659742"
"Niger",2019,488,17,0,0,0,2,0,0,5.53688524590164,2.97950819672131,1.64959016393443,0.762143567714965,0.237856432285035,142,219,125,235,223,0.883050142048025,0.053248136315229,0,0,0,0.0454235748353395,0,0,"NER","2019",12889555561,NA,NA,0.084713705,2159.15,"26.268","26.268","26.268",NA,NA,2,1.113,"0.110233651439845","0.608776693797093","-0.552373824118734"
"Nigeria",2019,484,16,0,0,0,2,0,0,5.55371900826446,2.9504132231405,1.6198347107438,0.76169276440765,0.23830723559235,141,218,124,233,220,0.875812026129598,0.053248136315229,0,0,0,0.0454235748353395,0,0,"NGA","2019",4.74517e+11,0.284440011,0.023773761,0.163611233,119544.1,"325.5265392","259.4422042","391.6108743",NA,NA,2,1.155,"0.00212339112068414","0.608869551554713","-0.606163112133016"
"Norfolk Island",2019,95,5,0,0,7,21,0,1,8.72631578947368,2.77894736842105,2.03157894736842,0.693988556910569,0.306011443089431,19,27,15,38,48,0.171905253062628,0.053248136315229,0,0,0.353000504286435,0.476947535771065,0,0,"NFK","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.087,NA,NA,NA
"Norway",2019,593,37,6,13,44,75,0,3,12.3760539629005,2.7318718381113,2.32883642495784,0.751969007610298,0.248030992389702,56,153,51,219,230,1.07305068490672,0.053248136315229,1.6304347826087,1.6270337922403,2.21886031265759,1.70338405632523,0,0,"NOR","2019",4.08743e+11,2.135999918,0.917020023,1.255120039,37661.6,"18.30199259","18.30199259","18.30199259",1,0.932065361,1,1.205,"0.461111847713987","2.7721208948062","-1.67721480818857"
"Pakistan",2019,565,22,0,0,0,2,0,0,12.6070796460177,3.30619469026549,2.48495575221239,0.775991487070228,0.224008512929772,39,111,41,244,222,1.02238387347773,0.053248136315229,0,0,0,0.0454235748353395,0,0,"PAK","2019",3.20909e+11,0.17475,0.01116,0.030479999,184096.3,"673.239","673.239","673.239",NA,NA,10,0.774,"0.129313772969285","0.819279516616788","-0.730558584872607"
"Peru",2019,163,6,0,0,5,11,0,1,6.42944785276074,2.98773006134969,2.61349693251534,0.715586063593165,0.284413936406834,14,32,7,57,77,0.294953223675877,0.053248136315229,0,0,0.252143217347453,0.249829661594367,0,0,"PER","2019",2.28346e+11,0.156959996,NA,NA,56972.2,"179.216","179.0000332","179.216",NA,NA,5,1.095,"0.0692597534017333","0.66952438340989","-0.543515283193265"
"Philippines",2019,165,3,0,0,2,3,0,0,5.26060606060606,2.84848484848485,2.03636363636364,0.594981800213675,0.405018199786325,35,41,19,40,66,0.29857228163509,0.053248136315229,0,0,0.100857286938981,0.0681353622530093,0,0,"PHL","2019",3.76823e+11,NA,0.127110004,0.101410002,145871.3,"192.5242043","78.71625","306.3321585",NA,0.117883729,9,1.318,"0.613705338209192","2.0198429382966","-0.751603693720606"
"Poland",2019,980,13,0,2,2,18,0,0,6.05102040816327,2.33265306122449,1.90714285714286,0.542024261956691,0.457975738043309,241,265,166,205,355,1.77333840001448,0.053248136315229,0,0.250312891113892,0.100857286938981,0.408812173518056,0,0,"POL","2019",5.96058e+11,1.323349953,0.552276134,0.800220668,294948.3,"222.5096629","222.5096629","222.5096629",1,0.52321619,1,2.632,"0.80012447141384","3.37962253090494","-0.00172418891470356"
"Portugal",2019,539,26,2,4,16,39,0,0,8.39703153988868,3.03339517625232,2.68831168831169,0.641026169247945,0.358973830752055,41,91,53,148,250,0.975336120007962,0.053248136315229,0.543478260869565,0.500625782227785,0.806858295511851,0.885759709289121,0,0,"PRT","2019",2.39987e+11,1.395619988,0.644509971,0.807529986,44564.7,"46.17198343","46.17198343","46.17198343",1,0.628228518,1,1.249,"0.815467761772049","2.6444619386357","-0.494582144879264"
"Puerto Rico",2019,11,0,0,0,0,2,0,0,14.8181818181818,2.27272727272727,2.18181818181818,0.82087196969697,0.17912803030303,0,4,0,3,4,0.0199048187756727,0.053248136315229,0,0,0,0.0454235748353395,0,0,"PRI","2019",1.05126e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Republic of Korea",2019,1313,37,2,9,21,56,0,1,7.70982482863671,2.66412795125666,0.962680883472963,0.743551376128229,0.256448623871771,660,880,562,714,689,2.37591155022348,0.053248136315229,0.543478260869565,1.12640801001252,1.0590015128593,1.27186009538951,0,0,"KOR","2019",1.65142e+12,4.627029896,0.52414,1.142440796,612133.7,"422.6767922","422.6767922","422.6767922",NA,NA,4,1.521,"1.80325440290957","4.30845950719922","1.28398228322794"
"Romania",2019,1367,51,5,13,31,94,0,1,7.2289685442575,3.01389904901244,2.44257498171178,0.558054410536045,0.441945589463955,209,264,263,348,655,2.47362611512223,0.053248136315229,1.35869565217391,1.6270337922403,1.56328794755421,2.13490801726096,0,0,"ROU","2019",2.51018e+11,0.47615999,0.114102058,0.09656316,73942.8,"64.748","64.748","64.748",NA,0.726005153,1,2.138,"1.66223443674037","4.2819259313356","0.523177434742597"
"Russian Federation",2019,1557,24,0,2,10,30,0,1,5.36159280667951,3.17533718689788,2.17533718689788,0.484381663279538,0.515618336720462,490,504,547,517,947,2.81743662124749,0.053248136315229,0,0.250312891113892,0.504286434694907,0.681353622530093,0,0,"RUS","2019",1.69312e+12,1.03531003,NA,NA,1703588.7,"1670.425","1670.425","1670.425",NA,0.221772439,5,2.159,"0.163007387998671","0.926095967399526","-0.545252897608915"
"Singapore",2019,531,22,4,17,41,72,2,2,12.4406779661017,2.79472693032015,1.6045197740113,0.712934640470888,0.287065359529112,147,234,94,189,195,0.960859888171109,0.053248136315229,1.08695652173913,2.12765957446809,2.06757438224912,1.63524869407222,0,0,"SGP","2019",3.76902e+11,1.885059953,NA,NA,45163.2,"60.00037245","60.00037245","60.00037245",1,0.292865404,NA,1.626,"1.16428568107339","10.2856804959541","1.10577599305874"
"South Africa",2019,3358,122,24,48,114,265,0,8,8.77427039904705,2.91483025610482,2.1119714115545,0.692339730999012,0.307660269000988,647,1032,559,1227,1485,6.07639831351899,0.053248136315229,6.52173913043478,6.00750938673342,5.74886535552194,6.01862366568249,0,0,"ZAF","2019",3.8933e+11,0.614300013,0.180690005,0.915260017,446626,"385.0000919","385.0000919","385.0000919",1,0.308483905,6,1.926,"0.581240147616383","1.47093881863002","-0.202929922905971"
"Sweden",2019,909,41,11,18,51,114,0,1,10.0858085808581,2.77227722772277,2.27612761276128,0.710711948386054,0.289288051613945,125,232,97,330,349,1.64486184246241,0.053248136315229,2.98913043478261,2.25281602002503,2.57186081694402,2.58914376561435,0,0,"SWE","2019",5.3388e+11,3.387579918,1.02699995,1.558539987,34964.6,"1.123","1.123","1.123",1,0.492690637,NA,1.573,"1.39209879279187","3.75744959189585","0.181467124764962"
"Switzerland",2019,1097,59,11,29,85,188,2,7,10.6581586144029,2.80309936189608,2.38377392889699,0.720222697629059,0.279777302370941,129,238,91,394,453,1.98505329062845,0.053248136315229,2.98913043478261,3.62953692115144,4.28643469490671,4.26981603452192,0,0,"CHE","2019",7.21369e+11,3.196799994,2.137000084,3.825819969,37376.3,"26.55877249","26.55877249","26.55877249",1,0.546580271,1,2.099,"0.794902989128252","3.04004417681039","0.221407622804089"
"Thailand",2019,1234,41,2,11,17,40,1,1,10.0210696920583,2.96272285251216,1.09562398703404,0.72257545900193,0.27742454099807,569,767,485,624,625,2.23295876083455,0.053248136315229,0.543478260869565,1.37672090112641,0.857286938981341,0.908471496706791,0,0,"THA","2019",5.43977e+11,1.143169999,0.051630002,0.126609996,274466.7,"371.4721634","342.8973816","400.0469451",NA,0.056195372,3,1.714,"0.791310783736103","3.64440703789508","-0.2753384586873"
"Uganda",2019,55,10,0,0,1,4,0,0,5.96363636363636,3.61818181818182,2.61818181818182,0.593992431610942,0.406007568389058,12,10,10,17,38,0.0995240938783635,0.053248136315229,0,0,0.0504286434694907,0.0908471496706791,0,0,"UGA","2019",35348155095,NA,NA,NA,5943,"81.895","81.895","81.895",NA,0.119432618,8,1.498,"0.0417884877863735","0.464675128048967","-0.427527152950827"
"United Kingdom",2019,5992,210,82,167,395,787,0,16,10.9045393858478,2.66488651535381,2.11648865153538,0.731323985204759,0.268676014795241,908,1787,594,2155,2148,10.8426976458028,0.053248136315229,22.2826086956522,20.90112640801,19.9193141704488,17.8741766977061,0,0,"GBR","2019",2.85141e+12,2.665519953,1.071727395,1.479366064,345934.3,"260.9742485","260.9742485","260.9742485",1,0.642003686,3,1.23,"1.05994371705172","1.84033372600935","0.0254948085286271"
"United Republic of Tanzania",2019,53,3,0,0,1,4,0,0,7.81132075471698,3.50943396226415,2.37735849056604,0.879309123809524,0.120690876190476,4,24,3,18,16,0.0959050359191502,0.053248136315229,0,0,0.0504286434694907,0.0908471496706791,0,0,"TZA","2019",61026731926,NA,NA,NA,14960.8,"133.316","133.316","133.316",NA,NA,5,1.382,"0.0771513770847745","0.804842745024155","-0.745877002162537"
"United States of America",2019,13732,407,311,548,1337,2261,14,60,9.756408389164,2.56022429362074,1.94385377221089,0.75406450316651,0.245935499469578,2149,4779,1524,5023,4605,24.8484519479579,0.053248136315229,84.5108695652174,68.5857321652065,67.423096318709,51.3513513513513,0,0,"USA","2019",2.15214e+13,3.170490026,1.678123116,2.388414145,4817710.4,"3275.725478","3275.725478","3275.725478",NA,NA,20,1.037,"1.16380143014186","0.972499396628472","-0.132372914001877"
"Uruguay",2019,48,0,0,0,1,7,0,0,6.1875,2.60416666666667,2.35416666666667,0.712662173913043,0.287337826086957,2,11,3,14,26,0.0868573910211172,0.053248136315229,0,0,0.0504286434694907,0.158982511923688,0,0,"URY","2019",62222387929,0.426670015,NA,NA,6806.7,"31.23664322","30.17417236","32.29911408",0,0.037900228,3,0.828,"0.0524087047251459","0.465279896775049","-0.402105001797599"
"World",2019,55263,1878,368,799,1983,4403,15,111,8.65575520691964,2.63029513417657,1.74509165264282,0.691624131809169,0.308375868901943,13872,21918,10950,20125,21950,100,0.053248136315229,100,100,100,100,0,0,"","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140781715,NA,NA,NA,NA,NA
"Zambia",2019,17,0,0,0,0,3,0,0,13.8235294117647,4.11764705882353,2.41176470588235,0.796575119047619,0.203424880952381,4,6,3,9,7,0.0307619926533123,0.053248136315229,0,0,0,0.0681353622530093,0,0,"ZMB","2019",23308667781,NA,0,0,7615.7,"39.2134645","32.47365029","45.95327871",NA,0.068759738,2,1.349,"0.0364501349550036","1.14155963066483","-1.0375410637112"
"Zimbabwe",2019,33,7,0,0,0,3,0,1,9.39393939393939,2.87878787878788,1.78787878787879,0.71250875,0.28749125,11,16,10,16,16,0.0597144563270181,0.053248136315229,0,0,0,0.0681353622530093,0,0,"ZWE","2019",21832234926,NA,0,0,10185.3,"84.37842","101.052","67.70484",NA,NA,2,1.199,"0.120019992912595","0.694671124655267","-0.536007564912837"
"Bangladesh",2019,168,8,1,1,1,5,0,0,8.67261904761905,3.17857142857143,1.72619047619048,0.79354914893617,0.20645085106383,37,67,32,81,59,0.30400086857391,0.053248136315229,0.271739130434783,0.125156445556946,0.0504286434694907,0.113558937088349,0,0,"BGD","2019",3.51232e+11,NA,0.139219999,0.273310006,92645,"337.684","319.9401784","337.684",NA,NA,6,1.151,NA,NA,NA
"China",2019,6346,288,12,73,155,332,1,7,15.0364008824456,3.62716671919319,1.05924992121021,0.727411426395546,0.272588573604454,2972,3937,2448,3237,3160,11.4832709045835,0.053248136315229,3.26086956521739,9.13642052565707,7.81643973777105,7.54031342266636,0,0,"CHN","2019",1.428e+13,2.244630098,NA,NA,10762824,"14148.08741","14148.08741","14148.08741",NA,0.790442953,13,1.411,"1.30292528492314","1.8897164558108","0.252973085553141"
"Costa Rica",2019,18,1,0,0,0,1,0,0,15.6111111111111,3.44444444444444,2.72222222222222,0.677310648148148,0.322689351851852,1,2,0,5,10,0.032571521632919,0.053248136315229,0,0,0,0.0227117874176698,0,0,"CRI","2019",64417670521,NA,NA,NA,7956.4,"9.110244323","9.110244323","9.110244323",NA,0.119110308,NA,NA,"0.148835545429948","0.881517225415346","-0.631911335648957"
"Gambia",2019,3,0,0,0,0,2,0,0,6,3,2.33333333333333,0.498666666666667,0.501333333333333,0,1,1,0,1,0.00542858693881982,0.053248136315229,0,0,0,0.0454235748353395,0,0,"GMB","2019",1813609692,NA,NA,NA,606.9,"3.021","3.021","3.021",NA,NA,1,1.489,"0.00499451032413973","2.01291550910626","-2.01224099352633"
"Ghana",2019,243,14,0,0,1,2,0,0,7.85185185185185,2.96296296296296,2.25102880658436,0.813474276442664,0.186525723557336,37,70,31,125,96,0.439715542044406,0.053248136315229,0,0,0.0504286434694907,0.0454235748353395,0,0,"GHA","2019",68337969248,NA,NA,NA,18039.1,"36.781","36.781","36.781",NA,NA,2,1.395,"0.00888964613666493","0.737900471406549","-0.716440482553354"
"Greece",2019,510,31,0,4,4,21,0,0,7.75882352941176,2.72745098039216,2.17843137254902,0.79398601964368,0.20601398035632,51,154,38,203,176,0.92285977959937,0.053248136315229,0,0.500625782227785,0.201714573877963,0.476947535771065,0,0,"GRC","2019",2.05253e+11,1.274960041,0.428693086,1.042722464,59990.3,"64.355","64.355","64.355",NA,1.370259209,1,1.309,"0.44554596144481","1.1857603768674","-0.409611892604405"
